Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	br_lengths[154]	br_lengths[155]	br_lengths[156]	br_lengths[157]	br_lengths[158]	br_lengths[159]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	rel_br_lengths[154]	rel_br_lengths[155]	rel_br_lengths[156]	rel_br_lengths[157]	rel_br_lengths[158]	rel_br_lengths[159]	tree_length
0	-2136.21	-2457.869	321.659	0.0175517	0.000208707	0.00599889	0.00531899	0.0017925	0.0139843	0.00160859	0.0047622	0.000724867	0.00207054	0.00737393	6.28459e-05	0.00211558	0.000751831	0.000699147	0.00475907	0.00199428	0.00503532	0.0051416	0.0053473	0.00286931	0.00391713	0.00156856	0.00784607	0.00485173	0.00957979	0.00768444	0.00626225	0.00116463	0.00158726	0.000192801	0.00188178	0.00326203	0.00171691	0.000401953	0.00400043	0.000665876	0.00404763	0.00301051	0.000706742	0.000565209	0.00532488	0.0137053	0.00572328	0.00264726	0.0076309	0.004437	0.00215673	0.00223404	0.00473533	0.00749216	0.0100513	0.00352572	0.00370133	0.00340332	0.0079057	0.00559207	0.00467814	6.60134e-05	0.00746186	6.45308e-05	0.00572345	0.00398969	0.00261121	0.00164542	0.00190427	0.00146574	0.00278769	0.00104469	0.00174882	0.00149064	0.00931363	0.00344433	0.00122521	0.00681788	0.0102504	0.00562581	0.000327882	0.000737052	6.33338e-05	0.00518133	0.00159694	0.00459463	0.00068886	0.00382045	0.00305971	0.00504034	0.000435988	0.00530483	0.00620003	0.00269057	0.000186364	0.00489695	0.00756147	0.00564249	0.00476997	0.00123652	0.00111381	0.00236469	0.00328943	0.00120836	0.00522782	0.00781952	0.00743	0.00863556	0.00124194	0.0153285	0.00510231	0.0005623	0.000337029	0.0039906	0.000856556	0.00221419	0.00142438	0.00279327	0.00697607	0.0037884	0.00302212	0.000275393	0.00511486	0.00215811	0.00308169	0.0120042	0.0052709	0.00246049	0.000622826	0.00464082	0.0152694	0.00169551	0.000676439	0.031392	0.0068313	0.000470418	0.000468122	0.000993981	0.000445045	0.00222132	0.0058076	0.00543934	0.00196004	0.00101015	0.00325493	0.00099773	0.00138891	0.00474188	0.00747951	0.001912	0.0232685	0.00376842	0.00695707	0.00933763	0.00114449	0.00630867	0.00430511	0.00163276	0.00720224	0.000992966	0.000829579	0.00441324	0.059716	0.252986	0.651294	1.53541	3.95279	16.7459	2.037721	0.026286	0.000312567	0.00898416	0.00796591	0.00268452	0.0209434	0.00240909	0.00713204	0.00108559	0.00310091	0.0110435	9.41202e-05	0.00316836	0.00112597	0.00104707	0.00712735	0.00298671	0.00754108	0.00770025	0.00800831	0.00429718	0.00586644	0.00234913	0.0117506	0.00726613	0.014347	0.0115085	0.00937857	0.00174419	0.00237714	0.000288746	0.00281823	0.00488534	0.0025713	0.000601979	0.00599119	0.00099724	0.00606187	0.00450864	0.00105844	0.000846477	0.00797473	0.0205256	0.00857139	0.00396463	0.0114283	0.00664501	0.00323	0.00334578	0.0070918	0.0112205	0.0150531	0.00528025	0.00554324	0.00509693	0.0118399	0.00837488	0.00700615	9.8864e-05	0.0111752	9.66436e-05	0.00857164	0.00597511	0.00391064	0.00246424	0.0028519	0.00219514	0.00417495	0.00156456	0.0026191	0.00223243	0.0139484	0.00515835	0.00183492	0.0102107	0.0153513	0.00842542	0.000491048	0.00110384	9.4851e-05	0.00775974	0.00239163	0.00688108	0.00103166	0.00572164	0.00458233	0.00754859	0.000652951	0.00794471	0.00928539	0.00402949	0.000279105	0.00733385	0.0113243	0.0084504	0.00714368	0.00185185	0.00166808	0.00354145	0.00492636	0.00180968	0.00782938	0.0117108	0.0111274	0.0129329	0.00185998	0.0229564	0.00764141	0.000842121	0.000504746	0.00597647	0.00128281	0.00331606	0.00213321	0.0041833	0.0104476	0.00567365	0.00452603	0.000412439	0.0076602	0.00323206	0.00461525	0.0179779	0.00789389	0.00368492	0.000932766	0.00695026	0.022868	0.00253925	0.00101306	0.0470138	0.0102308	0.000704516	0.000701077	0.00148862	0.000666515	0.00332672	0.00869767	0.00814616	0.00293543	0.00151284	0.0048747	0.00149424	0.00208008	0.00710162	0.0112016	0.00286347	0.0348478	0.00564371	0.0104192	0.0139844	0.00171403	0.00944809	0.00644749	0.00244528	0.0107863	0.0014871	0.00124241	0.00660943	0.667719
36	-2115.63	-2437.234	321.6034	0.0125689	0.00465438	0.00371375	0.00422662	0.000671154	0.00878905	0.000940472	0.00279678	5.77381e-05	0.00382281	0.00896331	0.000156735	0.00370364	0.000907368	3.09325e-05	0.00476511	0.00503604	0.00452534	0.00384343	0.00487052	0.00526626	0.00036286	0.00555965	0.00613148	0.0100536	0.00841609	0.00989123	0.00274225	0.00233789	0.00185482	2.90864e-05	0.00165319	0.00127548	0.0035624	0.00044985	0.00452201	0.00229457	0.00580929	0.00336088	0.00161895	0.00010011	0.0035936	0.00508272	0.00502805	0.00170131	0.0103692	0.00250136	0.00171406	0.00234529	0.00140946	0.0117086	0.0137248	0.00299876	0.00601054	0.00135745	0.0051415	0.000788574	0.00776008	0.00119382	0.00696901	0.000504118	0.0071114	0.00181073	0.000691017	0.00129996	0.00350446	0.00393228	0.00903874	0.00206384	0.00151947	0.00161694	0.00540242	0.000435899	0.00333532	0.00439105	0.0087641	0.00833038	0.000878327	0.000369495	4.67361e-05	0.00645183	0.00131735	0.00393638	0.00307676	0.00262351	0.00298347	0.00477359	0.00139074	0.00669693	0.00471553	0.00127044	0.00202293	0.0106035	0.00603898	0.000895422	0.00149724	0.00508571	0.00579037	0.00309478	0.00313783	0.0018209	0.000840359	0.00387887	0.00393485	0.00462233	8.57175e-05	0.0134664	0.00337398	0.000384611	0.00261072	0.00423491	0.00037508	0.00207325	0.000428763	0.00133832	0.00188555	8.80221e-05	0.00217388	0.00127906	0.00342657	0.00335284	0.00191858	0.00501883	0.00881661	0.00449506	0.00664035	0.00319267	0.0154426	0.00264958	0.00470186	0.0275787	0.00510838	0.000955532	0.00550962	0.00230276	0.0011745	0.000870751	0.00081641	0.00295692	0.00186421	0.0160042	0.00909178	0.000289474	0.00241657	0.00662329	0.0103639	0.00373968	0.0447589	0.00473449	0.00267518	0.00732021	0.0032596	0.0070401	0.000631086	0.00316566	0.0100879	1.55639e-05	0.00462745	0.00359716	0.0561315	0.245462	0.645188	1.54993	4.07394	17.8153	2.08248	0.0182604	0.00676199	0.00539542	0.00614053	0.000975067	0.0127689	0.00136634	0.00406323	8.38832e-05	0.00555386	0.0130221	0.000227709	0.00538073	0.00131824	4.49394e-05	0.00692286	0.00731647	0.00657452	0.00558383	0.007076	0.00765094	0.00052717	0.00807719	0.00890795	0.0146061	0.0122271	0.0143702	0.00398401	0.00339654	0.00269473	4.22574e-05	0.0024018	0.00185304	0.00517553	0.000653552	0.00656968	0.00333361	0.00843986	0.00488277	0.00235205	0.000145442	0.00522087	0.00738428	0.00730486	0.00247171	0.0150646	0.00363403	0.00249023	0.00340728	0.0020477	0.0170105	0.0199397	0.00435667	0.00873225	0.00197213	0.00746968	0.00114566	0.011274	0.00173441	0.0101247	0.000732393	0.0103316	0.00263066	0.00100393	0.00188861	0.00509136	0.00571291	0.0131317	0.0029984	0.00220753	0.00234912	0.00784876	0.000633283	0.00484562	0.00637942	0.0127327	0.0121026	0.00127605	0.00053681	6.78992e-05	0.00937336	0.00191387	0.00571886	0.00446998	0.0038115	0.00433446	0.00693518	0.00202049	0.00972945	0.00685083	0.00184572	0.00293896	0.015405	0.00877357	0.00130089	0.00217522	0.00738863	0.00841238	0.00449616	0.0045587	0.00264544	0.00122089	0.0056353	0.00571664	0.00671543	0.000124532	0.0195643	0.00490179	0.000558771	0.00379291	0.00615256	0.000544925	0.00301206	0.000622917	0.00194434	0.00273938	0.00012788	0.00315825	0.00185825	0.0049782	0.00487108	0.00278735	0.00729147	0.012809	0.00653053	0.00964725	0.00463838	0.0224354	0.00384937	0.00683096	0.0400669	0.00742156	0.00138822	0.00800451	0.0033455	0.00170634	0.00126505	0.0011861	0.00429589	0.00270836	0.0232512	0.0132087	0.000420554	0.00351085	0.00962246	0.0150569	0.0054331	0.0650268	0.00687838	0.00388656	0.010635	0.00473561	0.010228	0.000916855	0.00459914	0.0146559	2.26115e-05	0.00672286	0.00522604	0.6883155
72	-2132.642	-2453.904	321.262	0.0225668	0.00722392	0.005324	0.0246083	0.015951	0.028529	0.00463832	0.0181251	0.000478737	0.000789413	0.0144879	5.49162e-05	0.0116074	0.00257488	0.00225728	0.0148083	0.0112859	0.0169708	0.00510528	0.00835787	0.00848196	0.00118054	0.010316	0.00407126	0.0151542	0.0253752	0.014584	0.0138471	0.00958901	0.00440296	0.00140369	0.00421716	0.00325636	0.000311835	0.00307464	0.0177579	0.00604145	0.00180931	0.00602905	0.00214441	0.00137602	0.0074372	0.0129372	0.00274582	0.00040579	0.0386172	0.00305875	0.00279603	0.0129272	0.0150306	0.029496	0.00314234	0.00763855	0.00906465	0.00114456	0.0163647	0.00777103	0.0168188	0.00173651	0.00730561	0.00262076	0.0178123	0.00189741	0.0176812	0.00263391	0.0084021	0.00400893	0.00993125	0.00298194	0.00140048	0.00644294	0.0106181	0.00280205	0.00233652	0.0176808	0.0155598	0.00897082	0.00748056	6.39443e-05	0.000257889	0.0167615	0.0130897	0.0031822	0.0005386	0.00318739	0.0035088	0.013131	0.00400677	0.0114647	0.0175923	0.003377	0.00597425	0.0224558	0.0072238	0.00042297	0.01431	0.0157984	0.0148356	0.00189166	0.0155999	0.00276893	0.00105517	0.00520903	0.0165924	0.00549732	0.00124211	0.0393492	0.0171556	0.0163936	0.00180426	0.00514268	0.00608749	0.00175438	0.00140338	0.0159584	0.00396529	0.000279025	0.00783739	0.0110679	0.00390414	0.00269303	0.00210109	0.018672	0.0125939	0.00848033	0.0159027	0.00279544	0.0172587	0.0073455	0.017608	0.0792413	0.0134738	0.00489193	0.0179962	0.00828162	0.00210645	0.000245386	0.00694089	0.0169541	0.00357701	0.00544556	0.00586297	0.0130117	0.00535636	0.00878479	0.0132177	0.00448267	0.106301	0.0115128	0.00862736	0.0262994	0.000354127	0.0189972	0.011726	0.00487318	0.0118209	0.00426813	0.00392918	0.00174456	0.132363	0.372978	0.735145	1.36028	2.68112	7.55498	1.462195	0.0142217	0.00455255	0.00335521	0.0155083	0.0100524	0.0179791	0.00292309	0.0114225	0.000301702	0.000497492	0.00913035	3.46084e-05	0.00731501	0.0016227	0.00142255	0.00933228	0.00711245	0.0106951	0.00321737	0.00526717	0.00534537	0.000743983	0.00650119	0.00256573	0.00955023	0.0159916	0.00919091	0.0087265	0.00604304	0.00277477	0.00088461	0.00265767	0.00205217	0.00019652	0.00193765	0.0111911	0.00380735	0.00114024	0.00379954	0.00135142	0.000867171	0.00468696	0.00815309	0.00173043	0.000255731	0.0243367	0.00192764	0.00176207	0.00814677	0.00947237	0.0185885	0.00198032	0.00481385	0.00571258	0.000721308	0.0103131	0.00489734	0.0105993	0.00109435	0.00460403	0.00165162	0.0112254	0.00119576	0.0111428	0.0016599	0.00529504	0.00252644	0.00625872	0.00187923	0.000882587	0.00406037	0.00669157	0.00176587	0.00147249	0.0111425	0.00980588	0.00565345	0.00471429	4.0298e-05	0.000162523	0.0105632	0.00824918	0.00200543	0.000339428	0.00200871	0.00221126	0.00827524	0.00252509	0.00722513	0.0110867	0.0021282	0.003765	0.0141518	0.00455247	0.000266557	0.00901825	0.00995621	0.00934945	0.00119213	0.00983113	0.00174499	0.000664971	0.00328275	0.0104566	0.00346443	0.000782783	0.0247981	0.0108115	0.0103313	0.00113706	0.00324094	0.00383636	0.00110562	0.000884414	0.0100571	0.00249894	0.000175843	0.00493916	0.00697501	0.0024604	0.00169716	0.00132412	0.0117672	0.00793671	0.00534434	0.010022	0.0017617	0.0108765	0.00462917	0.0110967	0.0499383	0.00849122	0.00308291	0.0113413	0.00521912	0.00132749	0.000154644	0.00437418	0.0106845	0.00225425	0.00343182	0.00369487	0.00820001	0.0033756	0.00553622	0.00832987	0.002825	0.0669914	0.00725543	0.005437	0.016574	0.000223172	0.0119721	0.00738976	0.0030711	0.00744955	0.00268979	0.00247619	0.00109943	1.586786
108	-2131.86	-2453.581	321.7215	0.0118017	0.00252053	0.00572812	0.00256973	0.00273773	0.0233575	0.00288844	0.00633068	0.000572154	0.00383704	0.0165982	0.00241652	0.00187859	0.000573524	8.13827e-05	0.0111503	0.00192363	0.00751002	0.00684442	0.00555315	0.00152439	0.000888929	0.00539125	0.00831949	0.00551143	0.0112746	0.0109643	0.00685109	0.0011433	0.00176392	0.000682888	0.00243458	0.00481562	0.00189237	0.00131277	0.00563358	0.000361201	0.00262968	0.00065153	0.00205533	0.00319573	0.000762767	0.0078701	0.00442318	0.00508052	0.0198862	0.00500348	0.00552526	0.0113163	0.00598551	0.011798	0.00861198	0.0031063	0.00277715	0.000613032	0.00752862	0.00161995	0.014092	1.69595e-05	0.00448491	0.000438289	0.00562852	0.0055291	0.00168496	0.000532264	0.00112878	0.00351659	0.00608657	0.000340856	0.0045284	0.00124165	0.00850315	0.00128657	0.000977341	0.00600922	0.00736616	0.00401545	0.00130596	0.000193032	0.00111476	0.00495204	0.00523309	0.00348573	0.00325705	0.000442807	0.00211036	0.00347621	0.000966132	0.00260982	0.0061635	0.00154038	0.00216803	0.000114841	0.00371237	0.00452606	0.00130322	0.00152703	0.00141993	0.00444588	0.000659523	0.00208339	0.00389108	0.00161158	0.0120703	0.0053941	0.000916984	0.0027599	0.00915945	0.0012003	0.0128559	0.00315806	0.00611314	0.00212456	0.00602963	0.00193804	0.00599509	0.00342748	0.00526754	0.000239927	0.00566018	0.00145903	0.00390423	0.00170518	0.00166914	0.000168548	0.00357143	0.00088647	0.00149285	0.00727019	0.000736091	0.00108539	0.000954043	0.00717433	0.0019148	0.0311975	0.00250701	0.0296215	0.000646138	0.0120889	0.0108068	0.00593937	0.00154564	0.000975986	0.00105275	0.00517844	0.00371807	0.00454937	0.0122694	0.00282	0.002278	0.00197658	0.0103388	0.00717774	0.00746807	0.0161657	0.0243484	0.00159261	0.014029	0.00110289	0.0709132	0.275104	0.668549	1.49578	3.63499	14.1018	1.913457	0.0153369	0.00327555	0.00744396	0.00333949	0.00355782	0.0303541	0.00375367	0.00822702	0.000743541	0.00498642	0.0215701	0.00314038	0.00244132	0.000745322	0.000105761	0.0144903	0.00249985	0.00975963	0.00889465	0.00721659	0.00198101	0.00115521	0.00700619	0.0108116	0.00716237	0.0146519	0.0142486	0.00890332	0.00148578	0.0022923	0.000887446	0.00316386	0.00625813	0.00245922	0.00170601	0.00732111	0.000469398	0.00341739	0.000846695	0.00267101	0.00415301	0.000991253	0.0102276	0.00574814	0.00660238	0.0258431	0.00650227	0.00718034	0.014706	0.00777847	0.0153321	0.0111917	0.00403679	0.00360904	0.000796665	0.00978381	0.0021052	0.0183133	2.20397e-05	0.00582836	0.000569578	0.00731453	0.00718533	0.00218969	0.000691703	0.0014669	0.00456998	0.00790979	0.00044296	0.00588488	0.00161358	0.0110503	0.00167195	0.0012701	0.00780928	0.00957268	0.00521827	0.00169715	0.000250855	0.00144868	0.00643541	0.00680066	0.00452988	0.00423269	0.00057545	0.00274251	0.00451751	0.00125553	0.00339158	0.00800977	0.0020018	0.00281746	0.000149241	0.00482441	0.00588184	0.0016936	0.00198445	0.00184527	0.00577764	0.000857082	0.00270746	0.00505665	0.00209433	0.0156859	0.00700989	0.00119166	0.00358663	0.0119031	0.00155984	0.0167068	0.00410406	0.00794432	0.00276096	0.00783579	0.00251858	0.00779091	0.00445417	0.00684542	0.000311796	0.00735568	0.00189608	0.00507374	0.00221596	0.00216913	0.000219037	0.00464124	0.00115201	0.00194003	0.00944797	0.000956586	0.00141051	0.00123983	0.00932339	0.00248838	0.0405427	0.00325797	0.0384946	0.000839687	0.0157102	0.014044	0.0077185	0.00200864	0.00126834	0.00136811	0.00672964	0.00483181	0.00591212	0.0159447	0.00366472	0.00296037	0.00256866	0.0134358	0.00932782	0.00970512	0.0210081	0.0316419	0.00206967	0.0182314	0.00143326	0.7694981
144	-2138.154	-2459.735	321.5814	0.0100557	0.00814375	0.0026535	0.00405262	0.00244188	0.00585689	0.000931276	0.00680651	0.000694169	0.00146604	0.00483007	0.000265589	0.00106293	0.000221133	0.0014916	0.00668508	0.00275058	0.00616331	0.00195234	0.00676649	0.00440471	0.000532961	0.000789223	0.00723443	0.00638391	0.00683712	0.00359693	0.0041406	0.00164759	0.00130098	0.000365702	0.00171686	0.00132371	0.00317566	0.00130766	0.00656629	0.000270498	0.000564643	0.000236324	0.000675478	0.00174089	0.000729922	0.0127928	0.000138073	3.75662e-05	0.00663555	0.00432057	0.000558405	0.003274	0.00483939	0.0111526	0.00480509	0.00107004	0.00220304	0.00118492	0.00542936	0.000107921	0.00586329	7.56272e-05	0.00274727	0.00244331	0.0023454	0.000131361	0.0018824	0.00112242	0.00226489	0.00171864	0.000135762	0.00139686	0.0014315	0.00129187	0.00190723	0.00103967	0.0025968	0.00617674	0.00330875	0.00152955	0.00491217	0.00256974	0.000934613	0.00368663	0.000481614	0.00223792	0.00274556	0.00280614	0.000252249	0.0029209	0.000501059	0.00136762	0.000705425	0.00384734	0.00310059	0.0149916	0.00512712	0.00258934	0.00104197	0.0034681	0.00343235	0.000819579	0.00100186	0.000713567	0.00285654	0.00471026	0.00154995	0.00613821	0.00220549	0.000304838	0.00533558	0.00151542	0.0021895	0.00517604	0.00748788	0.00342618	0.00325139	0.00388613	0.00132594	0.000545239	0.000648616	0.000531691	0.00283783	0.00213848	0.00338756	0.00623871	0.00750767	0.00159846	0.00708087	0.00337065	0.00362978	0.000352706	0.00203473	0.00237564	0.00583646	0.00519945	0.00654588	0.00189888	0.00271584	0.00435321	0.00184229	0.0027583	0.00229171	0.00780406	0.000541746	0.00422572	0.00190041	0.00321289	0.0104404	0.0254915	0.00984231	0.00418337	0.00357401	0.0032898	0.000357562	0.00133701	0.00313028	0.00180682	0.00111083	0.00541799	0.000993162	0.0294614	0.0505837	0.233315	0.635053	1.57467	4.28605	19.7692	2.157729	0.0184763	0.0149633	0.00487554	0.00744628	0.0044867	0.0107614	0.00171112	0.0125062	0.00127546	0.0026937	0.00887475	0.000487992	0.00195302	0.000406309	0.00274065	0.0122831	0.0050539	0.0113244	0.00358723	0.0124327	0.0080932	0.000979261	0.00145012	0.0132925	0.0117298	0.0125625	0.00660899	0.00760793	0.00302727	0.00239041	0.00067194	0.00315454	0.00243218	0.00583495	0.00240268	0.0120649	0.000497012	0.00103747	0.000434221	0.00124112	0.00319871	0.00134116	0.0235054	0.000253696	6.90239e-05	0.0121921	0.0079386	0.00102601	0.00601564	0.00889188	0.0204917	0.00882886	0.00196609	0.00404787	0.00217717	0.00997588	0.000198294	0.0107732	0.000138957	0.00504783	0.00448932	0.00430944	0.000241362	0.00345871	0.00206232	0.00416151	0.00315782	0.000249448	0.00256658	0.00263022	0.00237368	0.00350434	0.00191029	0.00477136	0.0113491	0.00607949	0.00281039	0.00902559	0.00472163	0.00171726	0.0067738	0.000884917	0.00411195	0.00504468	0.005156	0.000463481	0.00536685	0.000920644	0.00251287	0.00129614	0.00706909	0.00569701	0.0275454	0.00942055	0.00475764	0.00191451	0.00637227	0.00630659	0.00150589	0.00184081	0.0013111	0.0052486	0.00865461	0.00284787	0.0112783	0.00405236	0.000560107	0.00980357	0.00278443	0.00402299	0.00951044	0.0137582	0.00629525	0.00597409	0.00714036	0.00243627	0.00100182	0.00119177	0.000976926	0.00521421	0.00392923	0.00622428	0.011463	0.0137946	0.002937	0.0130104	0.00619323	0.00666934	0.000648062	0.00373861	0.00436499	0.0107239	0.00955345	0.0120274	0.00348899	0.00499008	0.00799858	0.00338502	0.00506809	0.00421078	0.0143391	0.000995403	0.00776433	0.00349181	0.00590335	0.0191831	0.046838	0.0180842	0.00768651	0.00656687	0.00604466	0.000656983	0.00245662	0.00575157	0.00331984	0.00204103	0.009955	0.00182483	0.0541323	0.5442484
