Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
0	-2130.092	-2451.72	321.6282	2.072884	0.6587073
6	-2129.08	-2450.705	321.6257	2.024155	0.7477876
12	-2118.882	-2440.453	321.5708	2.126078	0.6672555
18	-2114.219	-2435.83	321.6112	2.126078	0.5545335
24	-2129.084	-2450.685	321.6013	2.126078	0.5932566
30	-2136.645	-2458.1	321.4554	2.266652	0.609183
36	-2128.247	-2449.773	321.5254	2.196323	0.6100423
42	-2131.197	-2452.91	321.7133	1.889699	0.8129763
48	-2144.479	-2466.222	321.7428	1.82061	0.8621749
54	-2139.986	-2461.709	321.7228	1.971642	0.6720961
60	-2143.8	-2465.533	321.7336	1.85995	0.8250807
66	-2149.885	-2471.528	321.643	1.953115	0.8218555
72	-2147.053	-2468.694	321.6411	1.988863	0.7766243
78	-2139.986	-2461.642	321.656	1.981006	0.7665728
84	-2139.826	-2461.409	321.5834	1.974888	0.8681851
90	-2116.167	-2437.883	321.7163	1.942568	0.7338666
96	-2123.01	-2444.662	321.652	1.923762	0.8472457
102	-2118.659	-2440.388	321.7292	1.912316	0.7600793
108	-2119.079	-2440.566	321.487	1.879037	1.067792
114	-2122.226	-2443.669	321.4432	1.655233	1.29999
120	-2135.946	-2457.417	321.4708	1.660555	1.273021
126	-2134.018	-2455.367	321.3494	1.557852	1.450264
132	-2121.726	-2443.185	321.4583	1.817736	1.149806
138	-2134.012	-2455.575	321.5637	1.731129	1.133043
144	-2147.114	-2468.809	321.695	1.68595	1.053689
150	-2136.319	-2457.639	321.3201	1.617509	1.426961
156	-2141.067	-2462.372	321.3047	1.502824	1.525355
162	-2147.983	-2469.396	321.4137	1.715301	1.274953
168	-2144.186	-2464.938	320.7523	1.468459	1.93859
174	-2147.45	-2467.866	320.4164	1.401542	2.204217
180	-2138.809	-2459.17	320.3606	1.442118	2.214038
186	-2135.642	-2456.192	320.5501	1.436827	2.094099
192	-2162.056	-2483.84	321.7839	1.71788	0.9317761
198	-2147.08	-2468.646	321.5657	1.874427	0.9958669
204	-2131.529	-2452.876	321.3465	1.744007	1.306428
210	-2160.598	-2482.145	321.5472	1.609327	1.252181
216	-2132.729	-2454.218	321.4881	1.754834	1.178796
222	-2134.545	-2456.166	321.6206	1.900592	0.9105881
228	-2126.43	-2448.027	321.5969	2.060701	0.7357664
234	-2114.119	-2435.589	321.4701	2.267379	0.55384
240	-2099.059	-2420.489	321.4307	2.311	0.4758897
246	-2125.903	-2447.419	321.5159	2.224879	0.5328052
252	-2133.889	-2455.36	321.4714	2.271493	0.5013148
258	-2126.332	-2447.793	321.4613	2.281257	0.4877806
264	-2134.268	-2455.723	321.4552	2.281257	0.5586394
270	-2120.022	-2441.499	321.4772	2.265378	0.5115941
276	-2128.047	-2449.642	321.5951	2.060261	0.7393033
282	-2128.154	-2449.74	321.5861	1.929605	0.9166326
288	-2116.354	-2437.988	321.6341	1.881594	0.9166326
294	-2126.189	-2447.908	321.7189	1.858251	0.8456079
300	-2124.797	-2446.486	321.6892	1.881254	0.8536463
306	-2140.351	-2461.924	321.5726	1.891788	0.9712081
312	-2130.133	-2451.633	321.5002	1.873975	1.060144
318	-2110.347	-2431.819	321.4722	1.81726	1.137837
324	-2130.993	-2451.826	320.8332	1.504345	1.859367
330	-2135.422	-2456.707	321.2849	1.516342	1.530056
336	-2134.702	-2455.965	321.2635	1.648013	1.447004
342	-2134.244	-2455.736	321.4916	1.746119	1.183288
348	-2141.227	-2462.9	321.6731	1.896954	0.8541299
354	-2129.943	-2451.548	321.6046	1.755061	1.073731
360	-2145.739	-2467.248	321.5085	1.68479	1.221371
366	-2130.103	-2451.682	321.5788	1.68479	1.160764
372	-2130.765	-2452.05	321.2844	1.529012	1.520994
378	-2139.43	-2460.074	320.6438	1.460614	2.016472
384	-2128.386	-2449.671	321.2845	1.576406	1.485369
390	-2140.072	-2461.343	321.2704	1.58164	1.49205
396	-2134.868	-2456.039	321.1717	1.671389	1.498789
402	-2153.108	-2474.321	321.2131	1.632713	1.496725
408	-2139.493	-2460.761	321.2676	1.578249	1.496725
414	-2141.336	-2462.188	320.8521	1.508777	1.843378
420	-2138.073	-2458.391	320.318	1.404045	2.266
426	-2119.763	-2440.764	321.0014	1.422452	1.799976
432	-2125.963	-2447.118	321.1555	1.556496	1.595674
438	-2125.949	-2447.171	321.2219	1.734454	1.41252
444	-2129.904	-2451.256	321.3517	1.520438	1.476885
450	-2136.732	-2458.16	321.4275	1.781146	1.208306
456	-2127.801	-2449.404	321.6033	1.798489	1.03369
462	-2130.175	-2451.854	321.6786	1.85016	0.9021668
468	-2123.125	-2444.851	321.7254	1.92095	0.7529299
474	-2143.928	-2465.397	321.4688	2.271781	0.5348606
480	-2131.052	-2452.632	321.58	2.027648	0.8068636
486	-2127.596	-2449.217	321.6215	2.091468	0.632354
492	-2118.923	-2440.352	321.4294	2.313495	0.5013486
498	-2122.985	-2444.468	321.4821	2.25019	0.5763271
504	-2121.08	-2442.557	321.477	2.265087	0.5203862
510	-2124.592	-2446.11	321.518	2.210299	0.5902075
516	-2130.094	-2451.611	321.5174	2.221347	0.5468924
522	-2119.702	-2441.236	321.5335	2.2046	0.5504245
528	-2108.935	-2430.406	321.4706	2.270295	0.531768
534	-2137.073	-2458.814	321.7408	1.8294	0.8540526
540	-2132.173	-2453.893	321.7196	1.8294	0.8790832
546	-2132.672	-2454.31	321.6384	1.910553	0.8790832
552	-2139.305	-2460.944	321.6384	1.910553	0.8790832
558	-2140.424	-2461.982	321.5581	1.873482	1.004402
564	-2143.566	-2465.211	321.6441	1.739211	1.051425
570	-2136.247	-2457.94	321.6935	1.848681	0.8868823
576	-2146.799	-2468.538	321.7382	1.901172	0.7632794
